"peak.x","Chr.x","Start.x","End.x","Annotation.x","Detailed.Annotation.x","Distance.to.TSS.x","Nearest.PromoterID.x","Entrez.ID.x","Nearest.Unigene.x","Nearest.Refseq","Gene.Name.x","Gene.Alias.x","Gene.Description.x","Gene.Type.x","Conc.x","Conc_group1.x","Conc_group2.x","Fold.x","p.value.x","FDR.x","peak.y","Chr.y","Start.y","End.y","Annotation.y","Detailed.Annotation.y","Distance.to.TSS.y","Nearest.PromoterID.y","Entrez.ID.y","Nearest.Unigene.y","Gene.Name.y","Gene.Alias.y","Gene.Description.y","Gene.Type.y","Conc.y","Conc_group1.y","Conc_group2.y","Fold.y","p.value.y","FDR.y"
8515,"chr3R",21983988,21984187,"intron (NM_001275888, intron 2 of 5)","intron (NM_001275888, intron 2 of 5)",11708,"NM_001275888",44936,"Dm.21704","NM_143745","Eip93F","CG18389|Dmel\CG18389|E93|Eip93|Eip93f|anon-WO02059370.58|eip93f|l(3)93|l(3)ry93|lincRNA.833|psg11","Ecdysone-induced protein 93F","protein-coding",6.47,6.07,6.78,-0.71,0.000426,0.00756,7981,"chr3R",21958028,21958227,"intron (NM_001104395, intron 2 of 6)","intron (NM_001104395, intron 2 of 6)",9013,"NM_001104395",44936,"Dm.21704","Eip93F","CG18389|Dmel\CG18389|E93|Eip93|Eip93f|anon-WO02059370.58|eip93f|l(3)93|l(3)ry93|lincRNA.833|psg11","Ecdysone-induced protein 93F","protein-coding",5.13,5.41,4.78,0.63,0.000455,0.0503
1086,"chr2L",10295421,10295620,"promoter-TSS (NM_135526)","promoter-TSS (NM_135526)",-135,"NM_135526",34379,"Dm.26779","NM_135526","Hand","CG18144|Dhand|Dmel\CG18144|HAND|bHLHa28|dHAND|dHand|hand|hand-C","hand","protein-coding",6.83,7.03,6.6,0.43,0.0161,0.0964,1029,"chr2L",10293995,10294194,"intron (NM_135526, intron 3 of 3)","intron (NM_135526, intron 3 of 3)",1291,"NM_135526",34379,"Dm.26779","Hand","CG18144|Dhand|Dmel\CG18144|HAND|bHLHa28|dHAND|dHand|hand|hand-C","hand","protein-coding",5.08,5.51,4.48,1.02,6.08e-07,0.000277
3599,"chr2R",18338230,18338429,"intron (NM_001169718, intron 1 of 12)","intron (NM_001169718, intron 1 of 12)",18967,"NM_001169719",44027,"Dm.3258","NM_079939","sbb","Bks|Brakeless|CG5580|Dmel\CG5580|GM04742|Group IIa|SBb|Sbb|bks|disc6|l(2)04440|mtv|plt|sbb/mtv","scribbler","protein-coding",6.33,6.03,6.58,-0.55,0.00208,0.0238,3375,"chr2R",18341726,18341925,"intron (NM_001169718, intron 1 of 12)","intron (NM_001169718, intron 1 of 12)",15471,"NM_001169719",44027,"Dm.3258","sbb","Bks|Brakeless|CG5580|Dmel\CG5580|GM04742|Group IIa|SBb|Sbb|bks|disc6|l(2)04440|mtv|plt|sbb/mtv","scribbler","protein-coding",5.11,5.42,4.72,0.7,0.000168,0.0259
371,"chr2L",3640050,3640249,"promoter-TSS (NM_001347740)","promoter-TSS (NM_001347740)",-229,"NM_001347740",44817,"Dm.6584","NM_058139","for","142251_at|BcDNA:GM08338|CG10033|DG2|Dg2|Dmel\CG10033|FOR/PKG|For|PKG|PKG2|Pkg2|Pkg24A|anon-WO0140519.260|anon-WO02059370.47|dg2|l(2)06860","foraging","protein-coding",8,8.15,7.85,0.3,0.0143,0.0892,357,"chr2L",3632153,3632352,"promoter-TSS (NM_205907)","promoter-TSS (NM_205907)",-98,"NM_134319",44817,"Dm.6584","for","142251_at|BcDNA:GM08338|CG10033|DG2|Dg2|Dmel\CG10033|FOR/PKG|For|PKG|PKG2|Pkg2|Pkg24A|anon-WO0140519.260|anon-WO02059370.47|dg2|l(2)06860","foraging","protein-coding",7.84,8.06,7.59,0.47,5.6e-06,0.00161
392,"chr2L",3788126,3788325,"intron (NM_001258935, intron 1 of 12)","intron (NM_001258935, intron 1 of 12)",1058,"NM_134964",33604,"","NM_134964","bark","CG3921|Dmel\CG3921|aka","bark beetle","protein-coding",5.51,5.2,5.76,-0.56,0.00462,0.0407,379,"chr2L",3787072,3787271,"promoter-TSS (NM_134964)","promoter-TSS (NM_134964)",4,"NM_001258935",33604,"","bark","CG3921|Dmel\CG3921|aka","bark beetle","protein-coding",7.11,7.29,6.91,0.38,0.000917,0.0759
4244,"chr2R",24192703,24192902,"exon (NM_138050, exon 5 of 6)","exon (NM_138050, exon 5 of 6)",-2696,"NM_138051",37875,"Dm.769","NM_138051","cN-IIIB","16769374|CG3362|Dmel\CG3362|cNIII-like","cytosolic 5'-nucleotidase IIIB","protein-coding",5.56,5.26,5.82,-0.56,0.00744,0.0574,3995,"chr2R",24195519,24195718,"TTS (NM_138050)","TTS (NM_138050)",120,"NM_138051",37875,"Dm.769","cN-IIIB","16769374|CG3362|Dmel\CG3362|cNIII-like","cytosolic 5'-nucleotidase IIIB","protein-coding",5.24,4.9,5.51,-0.61,0.00113,0.0853
2117,"chr2R",5691803,5692002,"promoter-TSS (NM_165441)","promoter-TSS (NM_165441)",-179,"NM_136336",35505,"Dm.7042","NM_136336","scaf","CG11066|CG15900|Dmel\CG11066|SPH142|Scaf|scarf","scarface","protein-coding",5.98,6.22,5.7,0.52,0.00525,0.0445,1989,"chr2R",5691772,5691971,"promoter-TSS (NM_165441)","promoter-TSS (NM_165441)",-148,"NM_136336",35505,"Dm.7042","scaf","CG11066|CG15900|Dmel\CG11066|SPH142|Scaf|scarf","scarface","protein-coding",5.22,4.7,5.6,-0.9,0.000177,0.0269
11384,"chrX",18546721,18546920,"intron (NM_001272758, intron 1 of 3)","intron (NM_001272758, intron 1 of 3)",12157,"NM_176758",32846,"Dm.2877","NM_078678","Bx","Bd|CG10548|CG15048|CG44425|CG6500|DLMO|Dlmo|Dmel\CG44425|Dmel_CG15048|Dmel_CG6500|LMO|Lmo|Ptd|Rho|beadex/dLMO|bx|dLMO|dLmo|dlmo|dttg|fliH|hdp|hdp-a|hld","Beadex","protein-coding",6.12,6.39,5.77,0.62,0.000453,0.00785,10676,"chrX",18549097,18549296,"intron (NM_001272758, intron 1 of 3)","CpG",14533,"NM_001272758",32846,"Dm.2877","Bx","Bd|CG10548|CG15048|CG44425|CG6500|DLMO|Dlmo|Dmel\CG44425|Dmel_CG15048|Dmel_CG6500|LMO|Lmo|Ptd|Rho|beadex/dLMO|bx|dLMO|dLmo|dlmo|dttg|fliH|hdp|hdp-a|hld","Beadex","protein-coding",5.12,4.57,5.52,-0.95,1.16e-06,0.000453
518,"chr2L",5232203,5232402,"intron (NM_175975, intron 2 of 3)","(CGGA)n|Simple_repeat|Simple_repeat",5060,"NM_175978",33753,"Dm.7011","NM_175975","tkv","Atkv|Atr25D|Brk25D|Brk25D1|Brk25D2|CG14026|Dmel\CG14026|Dtfr|STK-A|TKV|TKV1|Tkv|dtfr|kv|l(2)04415|l(2)25Da|str|tkv1|tkva","thickveins","protein-coding",5.93,6.16,5.65,0.51,0.0153,0.0933,503,"chr2L",5230780,5230979,"intron (NM_175975, intron 2 of 3)","intron (NM_175975, intron 2 of 3)",6483,"NM_175978",33753,"Dm.7011","tkv","Atkv|Atr25D|Brk25D|Brk25D1|Brk25D2|CG14026|Dmel\CG14026|Dtfr|STK-A|TKV|TKV1|Tkv|dtfr|kv|l(2)04415|l(2)25Da|str|tkv1|tkva","thickveins","protein-coding",5.29,5.59,4.92,0.67,0.000893,0.0759
506,"chr2L",5100807,5101006,"promoter-TSS (NM_135065)","promoter-TSS (NM_135065)",29,"NM_001273160",3771968,"Dm.20325","NM_001169414","Msp300","BBF-1|Bbbf1|BcDNA:AT10293|BcDNA:GH02446|BcDNA:GH18470|BcDNA:LP10936|CG14035|CG18251|CG18252|CG31649|CG31916|CG33549|CG33715|CG42768|Dmel\CG42768|Dmel_CG14035|Dmel_CG33715|MSP-300|MSP300|Msp-300|Spec25CD|dNesp1|jf22|l(2)25Ch|l(2)jf22|msp-300|msp300","Muscle-specific protein 300 kDa","protein-coding",6.67,6.91,6.39,0.52,0.00324,0.032,490,"chr2L",5104931,5105130,"intron (NM_001201767, intron 2 of 27)","intron (NM_001201767, intron 2 of 27)",-3482,"NM_001273161",3771968,"Dm.20325","Msp300","BBF-1|Bbbf1|BcDNA:AT10293|BcDNA:GH02446|BcDNA:GH18470|BcDNA:LP10936|CG14035|CG18251|CG18252|CG31649|CG31916|CG33549|CG33715|CG42768|Dmel\CG42768|Dmel_CG14035|Dmel_CG33715|MSP-300|MSP300|Msp-300|Spec25CD|dNesp1|jf22|l(2)25Ch|l(2)jf22|msp-300|msp300","Muscle-specific protein 300 kDa","protein-coding",6.03,6.38,5.57,0.81,9.53e-07,0.000402
1578,"chr2L",16620786,16620985,"intron (NM_001273575, intron 2 of 6)","intron (NM_001273575, intron 2 of 6)",8288,"NR_073791",14462786,"","NR_073791","lncRNA:CR44151","CR44151|Dmel\CR44151","long non-coding RNA:CR44151","ncRNA",6.36,6.63,6.02,0.61,0.000254,0.00507,1495,"chr2L",16631628,16631827,"intron (NM_135957, intron 3 of 5)","intron (NM_135957, intron 3 of 5)",-2554,"NR_073791",14462786,"","lncRNA:CR44151","CR44151|Dmel\CR44151","long non-coding RNA:CR44151","ncRNA",5.3,5.66,4.83,0.82,8.26e-05,0.0156
3602,"chr2R",18351780,18351979,"intron (NM_001169718, intron 1 of 12)","intron (NM_001169718, intron 1 of 12)",5417,"NM_001169719",44027,"Dm.3258","NM_079939","sbb","Bks|Brakeless|CG5580|Dmel\CG5580|GM04742|Group IIa|SBb|Sbb|bks|disc6|l(2)04440|mtv|plt|sbb/mtv","scribbler","protein-coding",7.85,8.08,7.57,0.51,0.000164,0.00372,3375,"chr2R",18341726,18341925,"intron (NM_001169718, intron 1 of 12)","intron (NM_001169718, intron 1 of 12)",15471,"NM_001169719",44027,"Dm.3258","sbb","Bks|Brakeless|CG5580|Dmel\CG5580|GM04742|Group IIa|SBb|Sbb|bks|disc6|l(2)04440|mtv|plt|sbb/mtv","scribbler","protein-coding",5.11,5.42,4.72,0.7,0.000168,0.0259
5838,"chr3L",14196912,14197111,"intron (NM_001038920, intron 1 of 9)","intron (NM_001038920, intron 1 of 9)",6138,"NM_001038920",39572,"Dm.33462","NM_001038917","nuf","CG32140|CG33991|CG7867|CIP-D2|Cy3-23|D2|Dmel\CG33991|EP3077|FIP3|NUF|Nuf|Nuf1|Nuf2p|anon-D2","nuclear fallout","protein-coding",6.46,6.81,6,0.81,4.69e-05,0.00149,5493,"chr3L",14196867,14197066,"intron (NM_001038920, intron 1 of 9)","intron (NM_001038920, intron 1 of 9)",6093,"NM_001259824",39572,"Dm.33462","nuf","CG32140|CG33991|CG7867|CIP-D2|Cy3-23|D2|Dmel\CG33991|EP3077|FIP3|NUF|Nuf|Nuf1|Nuf2p|anon-D2","nuclear fallout","protein-coding",5.44,5.73,5.06,0.67,0.000247,0.0347
1584,"chr2L",16639563,16639762,"intron (NM_001273575, intron 4 of 6)","intron (NM_001273575, intron 4 of 6)",-10489,"NR_073791",14462786,"","NR_073791","lncRNA:CR44151","CR44151|Dmel\CR44151","long non-coding RNA:CR44151","ncRNA",6.34,6.71,5.85,0.86,6.81e-05,0.00193,1495,"chr2L",16631628,16631827,"intron (NM_135957, intron 3 of 5)","intron (NM_135957, intron 3 of 5)",-2554,"NR_073791",14462786,"","lncRNA:CR44151","CR44151|Dmel\CR44151","long non-coding RNA:CR44151","ncRNA",5.3,5.66,4.83,0.82,8.26e-05,0.0156
4245,"chr2R",24195589,24195788,"TTS (NM_138050)","TTS (NM_138050)",190,"NM_138051",37875,"Dm.769","NM_138051","cN-IIIB","16769374|CG3362|Dmel\CG3362|cNIII-like","cytosolic 5'-nucleotidase IIIB","protein-coding",6.35,6.05,6.6,-0.55,0.000989,0.0141,3995,"chr2R",24195519,24195718,"TTS (NM_138050)","TTS (NM_138050)",120,"NM_138051",37875,"Dm.769","cN-IIIB","16769374|CG3362|Dmel\CG3362|cNIII-like","cytosolic 5'-nucleotidase IIIB","protein-coding",5.24,4.9,5.51,-0.61,0.00113,0.0853
1579,"chr2L",16623470,16623669,"intron (NM_135957, intron 3 of 5)","intron (NM_135957, intron 3 of 5)",5604,"NR_073791",14462786,"","NR_073791","lncRNA:CR44151","CR44151|Dmel\CR44151","long non-coding RNA:CR44151","ncRNA",5.54,5.94,4.99,0.95,4.22e-06,0.000248,1495,"chr2L",16631628,16631827,"intron (NM_135957, intron 3 of 5)","intron (NM_135957, intron 3 of 5)",-2554,"NR_073791",14462786,"","lncRNA:CR44151","CR44151|Dmel\CR44151","long non-coding RNA:CR44151","ncRNA",5.3,5.66,4.83,0.82,8.26e-05,0.0156
3799,"chr2R",20126609,20126808,"Intergenic","Intergenic",10454,"NR_124645",19834791,"","NR_124645","lncRNA:CR44634","CR44634|Dmel\CR44634","long non-coding RNA:CR44634","ncRNA",5.96,6.39,5.34,1.05,1.36e-07,2.17e-05,3566,"chr2R",20130654,20130853,"Intergenic","Intergenic",6409,"NR_124645",19834791,"","lncRNA:CR44634","CR44634|Dmel\CR44634","long non-coding RNA:CR44634","ncRNA",4.74,5.1,4.26,0.84,0.000187,0.0277
365,"chr2L",3573175,3573374,"Intergenic","Intergenic",-2076,"NR_073710",14462684,"","NR_073710","lncRNA:CR43822","CR43822|Dmel\CR43822","long non-coding RNA:CR43822","ncRNA",5.74,6.28,4.86,1.42,3.7e-11,3.92e-08,353,"chr2L",3573151,3573350,"Intergenic","Intergenic",-2100,"NR_073710",14462684,"","lncRNA:CR43822","CR43822|Dmel\CR43822","long non-coding RNA:CR43822","ncRNA",4.7,5.13,4.06,1.07,2.6e-07,0.000135
662,"chr2L",6772768,6772967,"promoter-TSS (NM_001273232)","promoter-TSS (NM_001273232)",-112,"NM_001273228",33950,"Dm.18269","NM_135228","LUBEL","AAF52435.2|CG11321|Dmel\CG11321","Linear Ubiquitin E3 ligase","protein-coding",7.13,7.36,6.87,0.49,0.0063,0.0509,637,"chr2L",6772780,6772979,"promoter-TSS (NM_001273232)","promoter-TSS (NM_001273232)",-124,"NM_001273228",33950,"Dm.18269","LUBEL","AAF52435.2|CG11321|Dmel\CG11321","Linear Ubiquitin E3 ligase","protein-coding",6.4,6.63,6.13,0.49,0.00139,0.0991
4578,"chr3L",1614438,1614637,"promoter-TSS (NM_001274339)","promoter-TSS (NM_001274339)",-27,"NM_001274339",38190,"Dm.29553","NM_139375","CG12105","Dmel\CG12105","uncharacterized protein","protein-coding",7.2,7.41,6.96,0.45,0.0153,0.0933,4297,"chr3L",1610469,1610668,"TTS (NM_139375)","TTS (NM_139375)",3942,"NM_001274339",38190,"Dm.29553","CG12105","Dmel\CG12105","uncharacterized protein","protein-coding",5.86,6.11,5.55,0.57,0.00083,0.0726
4578,"chr3L",1614438,1614637,"promoter-TSS (NM_001274339)","promoter-TSS (NM_001274339)",-27,"NM_001274339",38190,"Dm.29553","NM_139375","CG12105","Dmel\CG12105","uncharacterized protein","protein-coding",7.2,7.41,6.96,0.45,0.0153,0.0933,4298,"chr3L",1614451,1614650,"promoter-TSS (NM_001274339)","promoter-TSS (NM_001274339)",-40,"NM_001274339",38190,"Dm.29553","CG12105","Dmel\CG12105","uncharacterized protein","protein-coding",6.32,6.54,6.06,0.49,0.000804,0.0715
6934,"chr3R",5316250,5316449,"intron (NM_001031977, intron 2 of 18)","intron (NM_001031977, intron 2 of 18)",7498,"NM_001043213",45467,"Dm.24822","NM_143760","mtd","CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd","mustard","protein-coding",5.19,4.66,5.58,-0.92,0.000201,0.00432,6483,"chr3R",5289191,5289390,"intron (NM_001031977, intron 15 of 18)","intron (NM_001031977, intron 15 of 18)",-1970,"NM_170642",45467,"Dm.24822","mtd","CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd","mustard","protein-coding",5.44,5.72,5.11,0.61,0.000819,0.0722
10133,"chrX",6194227,6194426,"TTS (NM_167060)","TTS (NM_167060)",-1843,"NM_001258616",31550,"Dm.13928","NM_132068","Ca-alpha1T","CG12544|CG15899|CG4222|Ca-alphaT-RC|Ca1G|Caalpha1T|DmalphaG|Dmca1G|Dmel\CG15899|T-type Ca[2+]|alpha1T|cat","Ca[2+]-channel protein alpha[[1]] subunit T","protein-coding",6.51,6.15,6.8,-0.66,0.000105,0.00272,9482,"chrX",6154628,6154827,"intron (NM_001103419, intron 3 of 25)","intron (NM_001103419, intron 3 of 25)",37756,"NM_001272338",31550,"Dm.13928","Ca-alpha1T","CG12544|CG15899|CG4222|Ca-alphaT-RC|Ca1G|Caalpha1T|DmalphaG|Dmca1G|Dmel\CG15899|T-type Ca[2+]|alpha1T|cat","Ca[2+]-channel protein alpha[[1]] subunit T","protein-coding",5.33,5.66,4.9,0.76,0.000123,0.0204
3324,"chr2R",15773084,15773283,"TTS (NM_001274079)","TTS (NM_001274079)",2879,"NM_001316422",36740,"Dm.22165","NM_137214","Zasp52","CG12968|CG12969|CG30084|CG8242|Dmel\CG30084|Z(210)|ZASP52|Zasp|Zbp210|dzasp|tun|tungus|zasp|zasp52","Z band alternatively spliced PDZ-motif protein 52","protein-coding",6.61,6.84,6.33,0.51,0.00512,0.0438,3111,"chr2R",15811517,15811716,"intron (NM_145757, intron 1 of 15)","intron (NM_145757, intron 1 of 15)",3301,"NM_001274078",36740,"Dm.22165","Zasp52","CG12968|CG12969|CG30084|CG8242|Dmel\CG30084|Z(210)|ZASP52|Zasp|Zbp210|dzasp|tun|tungus|zasp|zasp52","Z band alternatively spliced PDZ-motif protein 52","protein-coding",5.7,6,5.32,0.68,0.000688,0.0655
1291,"chr2L",12505005,12505204,"promoter-TSS (NM_001273490)","promoter-TSS (NM_001273490)",-272,"NM_001273490",34665,"Dm.7349","NM_080364","bun","1550|Bun|BunA|CG31857|CG42281|CG5461|Dm_2L:60722|Dmel\CG42281|Dmel_CG31857|Dmel_CG5461|EP(2)0488|TSC-22|Tsc22|bnc|l(2)00255|l(2)02687|l(2)05479|l(2)06475|l(2)k02903|l(2)rI043|shs","bunched","protein-coding",6.82,7.07,6.51,0.56,0.014,0.0879,1221,"chr2L",12492180,12492379,"5' UTR (NM_001169493, exon 1 of 3)","5' UTR (NM_001169493, exon 1 of 3)",341,"NM_001169493",34665,"Dm.7349","bun","1550|Bun|BunA|CG31857|CG42281|CG5461|Dm_2L:60722|Dmel\CG42281|Dmel_CG31857|Dmel_CG5461|EP(2)0488|TSC-22|Tsc22|bnc|l(2)00255|l(2)02687|l(2)05479|l(2)06475|l(2)k02903|l(2)rI043|shs","bunched","protein-coding",6.2,6.45,5.89,0.55,0.00104,0.0816
1291,"chr2L",12505005,12505204,"promoter-TSS (NM_001273490)","promoter-TSS (NM_001273490)",-272,"NM_001273490",34665,"Dm.7349","NM_080364","bun","1550|Bun|BunA|CG31857|CG42281|CG5461|Dm_2L:60722|Dmel\CG42281|Dmel_CG31857|Dmel_CG5461|EP(2)0488|TSC-22|Tsc22|bnc|l(2)00255|l(2)02687|l(2)05479|l(2)06475|l(2)k02903|l(2)rI043|shs","bunched","protein-coding",6.82,7.07,6.51,0.56,0.014,0.0879,1220,"chr2L",12487872,12488071,"intron (NM_001042894, intron 5 of 6)","intron (NM_001042894, intron 5 of 6)",-4382,"NM_001169494",34665,"Dm.7349","bun","1550|Bun|BunA|CG31857|CG42281|CG5461|Dm_2L:60722|Dmel\CG42281|Dmel_CG31857|Dmel_CG5461|EP(2)0488|TSC-22|Tsc22|bnc|l(2)00255|l(2)02687|l(2)05479|l(2)06475|l(2)k02903|l(2)rI043|shs","bunched","protein-coding",6.12,6.46,5.67,0.79,2.55e-06,0.000819
1512,"chr2L",15339583,15339782,"Intergenic","Intergenic",5816,"NM_057252",34903,"Dm.4764","NM_057252","esg","4B7|BG:DS07851.7|CG3758|Dmel\CG3758|Esg|br43|dgl|flg|l(2)07082|l(2)35Ce|l(2)4B7|l(2)br43|l(2)esg|l35Ce|shof|wiz","escargot","protein-coding",6.76,7.04,6.4,0.64,0.00283,0.0291,1431,"chr2L",15339609,15339808,"Intergenic","Intergenic",5842,"NM_057252",34903,"Dm.4764","esg","4B7|BG:DS07851.7|CG3758|Dmel\CG3758|Esg|br43|dgl|flg|l(2)07082|l(2)35Ce|l(2)4B7|l(2)br43|l(2)esg|l35Ce|shof|wiz","escargot","protein-coding",6.6,7.07,5.9,1.17,3.35e-16,6.11e-13
1512,"chr2L",15339583,15339782,"Intergenic","Intergenic",5816,"NM_057252",34903,"Dm.4764","NM_057252","esg","4B7|BG:DS07851.7|CG3758|Dmel\CG3758|Esg|br43|dgl|flg|l(2)07082|l(2)35Ce|l(2)4B7|l(2)br43|l(2)esg|l35Ce|shof|wiz","escargot","protein-coding",6.76,7.04,6.4,0.64,0.00283,0.0291,1430,"chr2L",15333646,15333845,"promoter-TSS (NM_057252)","promoter-TSS (NM_057252)",-121,"NM_057252",34903,"Dm.4764","esg","4B7|BG:DS07851.7|CG3758|Dmel\CG3758|Esg|br43|dgl|flg|l(2)07082|l(2)35Ce|l(2)4B7|l(2)br43|l(2)esg|l35Ce|shof|wiz","escargot","protein-coding",6.75,7.07,6.35,0.72,1.13e-06,0.000453
7037,"chr3R",6476745,6476944,"Intergenic","Intergenic",-1467,"NM_001260021",40797,"","NM_141402","CG15186","Dmel\CG15186","uncharacterized protein","protein-coding",6.55,6.8,6.25,0.55,0.00325,0.032,6600,"chr3R",6495712,6495911,"TTS (NM_206436)","TTS (NM_206436)",6428,"NM_001300267",40797,"","CG15186","Dmel\CG15186","uncharacterized protein","protein-coding",4.59,5.03,3.96,1.07,9.2e-06,0.00254
6880,"chr3R",4985972,4986171,"promoter-TSS (NR_048322)","promoter-TSS (NR_048322)",49,"NR_048322",12798228,"","NR_048322","lncRNA:CR43424","CR43424|Dmel\CR43424","long non-coding RNA:CR43424","ncRNA",5.39,5.69,5.02,0.66,0.00196,0.0228,6448,"chr3R",4995660,4995859,"intron (NM_141254, intron 1 of 3)","intron (NM_141254, intron 1 of 3)",-9639,"NR_048322",12798228,"","lncRNA:CR43424","CR43424|Dmel\CR43424","long non-coding RNA:CR43424","ncRNA",5.26,5.5,4.98,0.53,0.00105,0.0818
8516,"chr3R",21985911,21986110,"intron (NM_001275888, intron 2 of 5)","(TA)n|Simple_repeat|Simple_repeat",13631,"NM_001275888",44936,"Dm.21704","NM_143745","Eip93F","CG18389|Dmel\CG18389|E93|Eip93|Eip93f|anon-WO02059370.58|eip93f|l(3)93|l(3)ry93|lincRNA.833|psg11","Ecdysone-induced protein 93F","protein-coding",7.11,6.87,7.31,-0.43,0.00392,0.0362,7981,"chr3R",21958028,21958227,"intron (NM_001104395, intron 2 of 6)","intron (NM_001104395, intron 2 of 6)",9013,"NM_001104395",44936,"Dm.21704","Eip93F","CG18389|Dmel\CG18389|E93|Eip93|Eip93f|anon-WO02059370.58|eip93f|l(3)93|l(3)ry93|lincRNA.833|psg11","Ecdysone-induced protein 93F","protein-coding",5.13,5.41,4.78,0.63,0.000455,0.0503
6932,"chr3R",5314485,5314684,"intron (NM_001031977, intron 2 of 18)","intron (NM_001031977, intron 2 of 18)",-6485,"NM_206429",45467,"Dm.24822","NM_143760","mtd","CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd","mustard","protein-coding",6.47,5.88,6.88,-1,1.67e-08,4.81e-06,6483,"chr3R",5289191,5289390,"intron (NM_001031977, intron 15 of 18)","intron (NM_001031977, intron 15 of 18)",-1970,"NM_170642",45467,"Dm.24822","mtd","CG10196|CG10199|CG32464|Dmel\CG32464|L(3)82Fd|L82|anon-EST:Posey263|l(3)82FD|l(3)82Fd","mustard","protein-coding",5.44,5.72,5.11,0.61,0.000819,0.0722
9563,"chr4",1272330,1272529,"TTS (NM_001258511)","TTS (NM_001258511)",40546,"NM_001031860",49968,"Dm.6976","NM_001031858","Cadps","BcDNA:GH07283|CAPS|CG17881|CG18026|CG33653|CG40477|Caps|Dmel\CG33653|SDCAP|cap|caps|dCAPS|dcaps|l(4)102Fb","Calcium-dependent secretion activator","protein-coding",5.61,5,6.04,-1.04,5.76e-07,6.34e-05,8950,"chr4",1272350,1272549,"TTS (NM_001258511)","TTS (NM_001258511)",40566,"NM_001031860",49968,"Dm.6976","Cadps","BcDNA:GH07283|CAPS|CG17881|CG18026|CG33653|CG40477|Caps|Dmel\CG33653|SDCAP|cap|caps|dCAPS|dcaps|l(4)102Fb","Calcium-dependent secretion activator","protein-coding",4.96,4.17,5.47,-1.3,4.52e-08,2.6e-05
9561,"chr4",1257953,1258152,"intron (NM_001031858, intron 18 of 22)","PROTOP_A|DNA|P",26169,"NM_001031860",49968,"Dm.6976","NM_001031858","Cadps","BcDNA:GH07283|CAPS|CG17881|CG18026|CG33653|CG40477|Caps|Dmel\CG33653|SDCAP|cap|caps|dCAPS|dcaps|l(4)102Fb","Calcium-dependent secretion activator","protein-coding",4.82,4.07,5.31,-1.24,8.36e-07,8.12e-05,8950,"chr4",1272350,1272549,"TTS (NM_001258511)","TTS (NM_001258511)",40566,"NM_001031860",49968,"Dm.6976","Cadps","BcDNA:GH07283|CAPS|CG17881|CG18026|CG33653|CG40477|Caps|Dmel\CG33653|SDCAP|cap|caps|dCAPS|dcaps|l(4)102Fb","Calcium-dependent secretion activator","protein-coding",4.96,4.17,5.47,-1.3,4.52e-08,2.6e-05
1488,"chr2L",14671153,14671352,"intron (NM_001144354, intron 1 of 10)","intron (NM_001144354, intron 1 of 10)",18088,"NM_078843",34850,"Dm.2714","NM_078843","osp","BG:DS01486.5|BG:DS01486.7|BG:DS07721.2|CG3479|Dmel\CG3479|alw|anon-WO02059370.75|l(2)rJ571|v(2)rJ571","outspread","protein-coding",6.99,6.71,7.23,-0.52,0.000228,0.0047,1402,"chr2L",14655018,14655217,"intron (NM_001144354, intron 1 of 10)","intron (NM_001144354, intron 1 of 10)",34223,"NM_078843",34850,"Dm.2714","osp","BG:DS01486.5|BG:DS01486.7|BG:DS07721.2|CG3479|Dmel\CG3479|alw|anon-WO02059370.75|l(2)rJ571|v(2)rJ571","outspread","protein-coding",4.78,5.16,4.26,0.9,1.36e-05,0.00356
285,"chr2L",2935920,2936119,"intron (NM_164516, intron 3 of 12)","intron (NM_164516, intron 3 of 12)",-10544,"NM_001144300",33496,"Dm.2778","NM_078740","lilli","154454_at|189Y|AFF4|BEST:GH09955|BcDNA:GM02019|CG8817|Dmel\CG8817|Lilli|S(ls)4|SS2-1|SY2-1|Su(Raf)2A|Su(Raf)2a|dAFF|dAFF4|l(2)00632|l(2)23Cc|l(2)K00632|l(2)K07920|l(2)k07920|l(2)k16124","lilliputian","protein-coding",6.24,6.52,5.89,0.63,0.00028,0.00543,273,"chr2L",2925546,2925745,"intron (NM_001144303, intron 2 of 11)","intron (NM_001144303, intron 2 of 11)",-20918,"NM_001144300",33496,"Dm.2778","lilli","154454_at|189Y|AFF4|BEST:GH09955|BcDNA:GM02019|CG8817|Dmel\CG8817|Lilli|S(ls)4|SS2-1|SY2-1|Su(Raf)2A|Su(Raf)2a|dAFF|dAFF4|l(2)00632|l(2)23Cc|l(2)K00632|l(2)K07920|l(2)k07920|l(2)k16124","lilliputian","protein-coding",5.2,4.79,5.52,-0.73,0.000612,0.0613
